fpr,tpr
0,0.0,0.0
1,0.00032475440448161076,0.009759271307742356
2,0.00032475440448161076,0.011060507482108002
3,0.0025168466347324837,0.02992843201040989
4,0.002760412438093692,0.03318152244632401
5,0.002760412438093692,0.03383214053350683
6,0.0038970528537793296,0.039687703318152245
7,0.003978241454899732,0.039687703318152245
8,0.00633271088739141,0.06376057254391672
9,0.006413899488511813,0.06636304489264802
10,0.006495088089632215,0.06636304489264802
11,0.006495088089632215,0.06766428106701367
12,0.006738653892993424,0.06831489915419649
13,0.006738653892993424,0.06961613532856213
14,0.0069822196963546315,0.06961613532856213
15,0.0069822196963546315,0.07091737150292778
16,0.007144596898595437,0.07091737150292778
17,0.00722578549971584,0.07091737150292778
18,0.00722578549971584,0.07286922576447626
19,0.007388162701956645,0.07286922576447626
20,0.007712917106438256,0.07286922576447626
21,0.008200048713160673,0.07482108002602472
22,0.008281237314281075,0.07482108002602472
23,0.008281237314281075,0.07547169811320754
24,0.008443614516521881,0.07547169811320754
25,0.00876836892100349,0.07742355237475602
26,0.010067386538929935,0.0826284970722186
27,0.010392140943411544,0.08392973324658426
28,0.010879272550133962,0.08588158750813273
29,0.011204026954615571,0.08913467794404685
30,0.011285215555735974,0.0904359141184125
31,0.0120159129658196,0.09499024072869226
32,0.0120159129658196,0.09629147690305791
33,0.012097101566940001,0.0988939492517892
34,0.012097101566940001,0.09954456733897202
35,0.01299017617926443,0.10409889394925179
36,0.013152553381505236,0.10474951203643461
37,0.013314930583746042,0.10474951203643461
38,0.013396119184866445,0.10605074821080027
39,0.013477307785986848,0.10605074821080027
40,0.013639684988227653,0.10670136629798309
41,0.01388325079158886,0.10670136629798309
42,0.01388325079158886,0.10735198438516591
43,0.013964439392709263,0.10735198438516591
44,0.014126816594950069,0.10800260247234873
45,0.014208005196070472,0.10800260247234873
46,0.014370382398311277,0.10800260247234873
47,0.014532759600552083,0.10930383864671438
48,0.014857514005033693,0.10930383864671438
49,0.015425834212876513,0.10930383864671438
50,0.015507022813996916,0.10930383864671438
51,0.01566940001623772,0.10930383864671438
52,0.016156531622960137,0.10930383864671438
53,0.016481286027441748,0.10930383864671438
54,0.016724851830802957,0.1099544567338972
55,0.01745554924088658,0.1099544567338972
56,0.01745554924088658,0.11060507482108002
57,0.018267435252090607,0.11581001951854261
58,0.018511001055451816,0.11906310995445674
59,0.01859218965657222,0.11906310995445674
60,0.018835755459933424,0.12426805465191933
61,0.01899813266217423,0.12556929082628496
62,0.02013477307785987,0.1340273259596617
63,0.02045952748234148,0.1372804163955758
64,0.020946659089063895,0.1372804163955758
65,0.0211090362913047,0.1398828887443071
66,0.021839733701388326,0.1424853610930384
67,0.022083299504749535,0.14313597918022122
68,0.02224567670699034,0.14378659726740403
69,0.02232686530811074,0.14508783344176968
